month,material_no,area,target_value
2025-11,NB-004,Patna,41846.45
2025-12,NB-004,Patna,54255.57
2026-01,NB-004,Patna,38631.44
2026-02,NB-004,Patna,44680.86
2026-03,NB-004,Patna,50725.77
2026-04,NB-004,Patna,40192.26
2026-05,NB-004,Patna,35088.55
2026-06,NB-004,Patna,43075.24
2025-07,NB-004,Pune,78357.67
2025-08,NB-004,Pune,64393.47
2025-09,NB-004,Pune,80609.38
2025-10,NB-004,Pune,82530.71
2025-11,NB-004,Pune,60460.01
2025-12,NB-004,Pune,70828.23
2026-01,NB-004,Pune,64496.84
2026-02,NB-004,Pune,53745.28
2026-03,NB-004,Pune,74269.16
2026-04,NB-004,Pune,64188.57
2026-05,NB-004,Pune,59618.77
2026-06,NB-004,Pune,60960.76
2025-07,NB-005,Ahmedabad,72378.84
2025-08,NB-005,Ahmedabad,58009.66
2025-09,NB-005,Ahmedabad,73255.54
2025-10,NB-005,Ahmedabad,80584.77
2025-11,NB-005,Ahmedabad,66694.56
2025-12,NB-005,Ahmedabad,90406.68
2026-01,NB-005,Ahmedabad,65138.77
2026-02,NB-005,Ahmedabad,59721.05
2026-03,NB-005,Ahmedabad,85097.11
2026-04,NB-005,Ahmedabad,60538.44
2026-05,NB-005,Ahmedabad,61587.62
2026-06,NB-005,Ahmedabad,56599.56
2025-07,NB-005,Bengaluru,83654.4
2025-08,NB-005,Bengaluru,61292.06
2025-09,NB-005,Bengaluru,69824.36
2025-10,NB-005,Bengaluru,91830.95
2025-11,NB-005,Bengaluru,68540.0
2025-12,NB-005,Bengaluru,88326.85
2026-01,NB-005,Bengaluru,60719.29
2026-02,NB-005,Bengaluru,63653.76
2026-03,NB-005,Bengaluru,76763.06
2026-04,NB-005,Bengaluru,59625.2
2026-05,NB-005,Bengaluru,63019.24
2026-06,NB-005,Bengaluru,62758.78
2025-07,NB-005,Chennai,76522.79
2025-08,NB-005,Chennai,64007.36
2025-09,NB-005,Chennai,84199.7
2025-10,NB-005,Chennai,86518.52
2025-11,NB-005,Chennai,73043.0
2025-12,NB-005,Chennai,98970.8
2026-01,NB-005,Chennai,61916.35
2026-02,NB-005,Chennai,64811.56
2026-03,NB-005,Chennai,72735.78
2026-04,NB-005,Chennai,67734.4
2026-05,NB-005,Chennai,66421.29
2026-06,NB-005,Chennai,60684.24
2025-07,NB-005,Delhi,85004.16
2025-08,NB-005,Delhi,62623.05
2025-09,NB-005,Delhi,71073.97
2025-10,NB-005,Delhi,83837.11
2025-11,NB-005,Delhi,65469.82
2025-12,NB-005,Delhi,88835.4
2026-01,NB-005,Delhi,71945.67
2026-02,NB-005,Delhi,69225.21
2026-03,NB-005,Delhi,82907.94
2026-04,NB-005,Delhi,61241.33
2026-05,NB-005,Delhi,64916.32
2026-06,NB-005,Delhi,58060.03
2025-07,NB-005,Guwahati,49661.13
2025-08,NB-005,Guwahati,36791.0
2025-09,NB-005,Guwahati,53494.7
2025-10,NB-005,Guwahati,48226.74
2025-11,NB-005,Guwahati,42558.05
2025-12,NB-005,Guwahati,49097.94
2026-01,NB-005,Guwahati,41358.21
2026-02,NB-005,Guwahati,43251.17
2026-03,NB-005,Guwahati,46857.13
2026-04,NB-005,Guwahati,37124.37
2026-05,NB-005,Guwahati,41078.93
2026-06,NB-005,Guwahati,41185.54
2025-07,NB-005,Jaipur,46609.98
2025-08,NB-005,Jaipur,42504.95
2025-09,NB-005,Jaipur,48125.31
2025-10,NB-005,Jaipur,55094.65
2025-11,NB-005,Jaipur,47637.68
2025-12,NB-005,Jaipur,51731.89
2026-01,NB-005,Jaipur,41012.93
2026-02,NB-005,Jaipur,42519.34
2026-03,NB-005,Jaipur,48799.6
2026-04,NB-005,Jaipur,38581.68
2026-05,NB-005,Jaipur,38971.99
2026-06,NB-005,Jaipur,40186.97
2025-07,NB-005,Lucknow,49029.99
2025-08,NB-005,Lucknow,38749.07
2025-09,NB-005,Lucknow,52845.25
2025-10,NB-005,Lucknow,53698.97
2025-11,NB-005,Lucknow,48047.1
2025-12,NB-005,Lucknow,52590.34
2026-01,NB-005,Lucknow,43947.83
2026-02,NB-005,Lucknow,40639.99
2026-03,NB-005,Lucknow,49734.32
2026-04,NB-005,Lucknow,36042.26
2026-05,NB-005,Lucknow,39005.64
2026-06,NB-005,Lucknow,39144.41
2025-07,NB-005,Mumbai,81406.75
2025-08,NB-005,Mumbai,65743.33
2025-09,NB-005,Mumbai,75193.42
2025-10,NB-005,Mumbai,76167.48
2025-11,NB-005,Mumbai,62820.42
2025-12,NB-005,Mumbai,76791.0
2026-01,NB-005,Mumbai,70158.89
2026-02,NB-005,Mumbai,63590.96
2026-03,NB-005,Mumbai,82835.76
2026-04,NB-005,Mumbai,63924.93
2026-05,NB-005,Mumbai,60140.81
2026-06,NB-005,Mumbai,59264.95
2025-07,NB-005,Patna,54851.05
2025-08,NB-005,Patna,41761.57
2025-09,NB-005,Patna,51155.28
2025-10,NB-005,Patna,44435.95
2025-11,NB-005,Patna,43257.93
2025-12,NB-005,Patna,52545.94
2026-01,NB-005,Patna,42313.3
2026-02,NB-005,Patna,41599.29
2026-03,NB-005,Patna,50724.37
2026-04,NB-005,Patna,36647.49
2026-05,NB-005,Patna,42579.66
2026-06,NB-005,Patna,40411.16
2025-07,NB-005,Pune,83551.27
2025-08,NB-005,Pune,66333.41
2025-09,NB-005,Pune,73201.13
2025-10,NB-005,Pune,72086.93
2025-11,NB-005,Pune,58585.98
2025-12,NB-005,Pune,73346.35
2026-01,NB-005,Pune,65437.17
2026-02,NB-005,Pune,56988.52
2026-03,NB-005,Pune,76368.0
2026-04,NB-005,Pune,67396.92
2026-05,NB-005,Pune,52756.22
2026-06,NB-005,Pune,66843.19
2025-07,NB-006,Ahmedabad,70484.76
2025-08,NB-006,Ahmedabad,63637.75
2025-09,NB-006,Ahmedabad,80449.8
2025-10,NB-006,Ahmedabad,83176.26
2025-11,NB-006,Ahmedabad,53725.0
2025-12,NB-006,Ahmedabad,78290.36
2026-01,NB-006,Ahmedabad,60903.37
2026-02,NB-006,Ahmedabad,64423.02
2026-03,NB-006,Ahmedabad,82611.85
2026-04,NB-006,Ahmedabad,59762.73
2026-05,NB-006,Ahmedabad,66100.49
2026-06,NB-006,Ahmedabad,67129.23
2025-07,NB-006,Delhi,75956.28
2025-08,NB-006,Delhi,62169.88
2025-09,NB-006,Delhi,82885.34
2025-10,NB-006,Delhi,74538.61
2025-11,NB-006,Delhi,73243.38
2025-12,NB-006,Delhi,73375.22
2026-01,NB-006,Delhi,67433.65
2026-02,NB-006,Delhi,58554.08
2026-03,NB-006,Delhi,86228.83
2026-04,NB-006,Delhi,64881.77
2026-05,NB-006,Delhi,64398.81
2026-06,NB-006,Delhi,68394.88
2025-07,NB-006,Hyderabad,78513.09
2025-08,NB-006,Hyderabad,64019.74
2025-09,NB-006,Hyderabad,75217.82
2025-10,NB-006,Hyderabad,90289.22
2025-11,NB-006,Hyderabad,68389.39
2025-12,NB-006,Hyderabad,93932.02
2026-01,NB-006,Hyderabad,66357.22
2026-02,NB-006,Hyderabad,59091.54
2026-03,NB-006,Hyderabad,74246.98
2026-04,NB-006,Hyderabad,67126.52
2026-05,NB-006,Hyderabad,67644.84
2026-06,NB-006,Hyderabad,63016.31
2025-07,NB-006,Jaipur,51526.41
2025-08,NB-006,Jaipur,39313.77
2025-09,NB-006,Jaipur,46468.39
2025-10,NB-006,Jaipur,52365.78
2025-11,NB-006,Jaipur,46395.58
2025-12,NB-006,Jaipur,48832.83
2026-01,NB-006,Jaipur,46251.5
2026-02,NB-006,Jaipur,38070.72
2026-03,NB-006,Jaipur,51726.8
2026-04,NB-006,Jaipur,44842.84
2026-05,NB-006,Jaipur,37968.21
2026-06,NB-006,Jaipur,38674.84
2025-07,NB-006,Kolkata,78494.5
2025-08,NB-006,Kolkata,63417.81
2025-09,NB-006,Kolkata,77463.77
2025-10,NB-006,Kolkata,75638.56
2025-11,NB-006,Kolkata,66600.51
2025-12,NB-006,Kolkata,76181.56
2026-01,NB-006,Kolkata,60324.89
2026-02,NB-006,Kolkata,67569.23
2026-03,NB-006,Kolkata,74557.01
2026-04,NB-006,Kolkata,58089.45
2026-05,NB-006,Kolkata,72601.5
2026-06,NB-006,Kolkata,63197.79
2025-07,NB-006,Lucknow,48657.54
2025-08,NB-006,Lucknow,40311.72
2025-09,NB-006,Lucknow,46505.49
2025-10,NB-006,Lucknow,51649.64
2025-11,NB-006,Lucknow,44786.01
2025-12,NB-006,Lucknow,54450.14
2026-01,NB-006,Lucknow,42605.57
2026-02,NB-006,Lucknow,41686.47
2026-03,NB-006,Lucknow,52133.25
2026-04,NB-006,Lucknow,42153.45
2026-05,NB-006,Lucknow,36565.87
2026-06,NB-006,Lucknow,42799.84
2025-07,NB-006,Mumbai,79480.34
2025-08,NB-006,Mumbai,58571.86
2025-09,NB-006,Mumbai,73969.08
2025-10,NB-006,Mumbai,80530.48
2025-11,NB-006,Mumbai,73141.24
2025-12,NB-006,Mumbai,76971.42
2026-01,NB-006,Mumbai,70587.71
2026-02,NB-006,Mumbai,63706.27
2026-03,NB-006,Mumbai,79798.33
2026-04,NB-006,Mumbai,62304.73
2026-05,NB-006,Mumbai,62422.76
2026-06,NB-006,Mumbai,63020.61
2025-07,NB-006,Patna,52129.26
2025-08,NB-006,Patna,46661.01
2025-09,NB-006,Patna,47536.41
2025-10,NB-006,Patna,45909.04
2025-11,NB-006,Patna,44079.67
2025-12,NB-006,Patna,49835.11
2026-01,NB-006,Patna,40852.16
2026-02,NB-006,Patna,44710.81
2026-03,NB-006,Patna,49617.57
2026-04,NB-006,Patna,43609.6
2026-05,NB-006,Patna,41159.7
2026-06,NB-006,Patna,39634.75
2025-07,NB-006,Pune,75543.63
2025-08,NB-006,Pune,68896.24
2025-09,NB-006,Pune,75278.76
2025-10,NB-006,Pune,85126.65
2025-11,NB-006,Pune,64679.28
2025-12,NB-006,Pune,79451.42
2026-01,NB-006,Pune,66721.94
2026-02,NB-006,Pune,62266.9
2026-03,NB-006,Pune,78970.98
2026-04,NB-006,Pune,66030.48
2026-05,NB-006,Pune,62953.61
2026-06,NB-006,Pune,59230.84
2025-07,NB-007,Ahmedabad,46686.77
2025-08,NB-007,Ahmedabad,37793.4
2025-09,NB-007,Ahmedabad,46751.39
2025-10,NB-007,Ahmedabad,41039.29
2025-11,NB-007,Ahmedabad,37562.66
2025-12,NB-007,Ahmedabad,45838.25
2026-01,NB-007,Ahmedabad,36944.47
2026-02,NB-007,Ahmedabad,36293.73
2026-03,NB-007,Ahmedabad,41635.88
2026-04,NB-007,Ahmedabad,37928.49
2026-05,NB-007,Ahmedabad,31958.78
2026-06,NB-007,Ahmedabad,35162.07
2025-07,NB-007,Bengaluru,43232.73
2025-08,NB-007,Bengaluru,36078.5
2025-09,NB-007,Bengaluru,41218.49
2025-10,NB-007,Bengaluru,51342.87
2025-11,NB-007,Bengaluru,39131.78
2025-12,NB-007,Bengaluru,48990.57
2026-01,NB-007,Bengaluru,33073.46
2026-02,NB-007,Bengaluru,36264.09
2026-03,NB-007,Bengaluru,41423.37
2026-04,NB-007,Bengaluru,37483.42
2026-05,NB-007,Bengaluru,33484.69
2026-06,NB-007,Bengaluru,37050.72
2025-07,NB-007,Delhi,46827.02
2025-08,NB-007,Delhi,35899.83
2025-09,NB-007,Delhi,41632.54
2025-10,NB-007,Delhi,45779.04
2025-11,NB-007,Delhi,37683.86
2025-12,NB-007,Delhi,38907.34
2026-01,NB-007,Delhi,37752.8
2026-02,NB-007,Delhi,33208.11
2026-03,NB-007,Delhi,40879.96
2026-04,NB-007,Delhi,35797.27
2026-05,NB-007,Delhi,38314.86
2026-06,NB-007,Delhi,30976.12
2025-07,NB-007,Guwahati,30177.7
2025-08,NB-007,Guwahati,25496.92
2025-09,NB-007,Guwahati,30098.45
2025-10,NB-007,Guwahati,30227.55
2025-11,NB-007,Guwahati,22294.15
2025-12,NB-007,Guwahati,33220.52
2026-01,NB-007,Guwahati,23036.54
2026-02,NB-007,Guwahati,25452.51
2026-03,NB-007,Guwahati,28954.6
2026-04,NB-007,Guwahati,22667.82
2026-05,NB-007,Guwahati,21176.58
2026-06,NB-007,Guwahati,23698.63
2025-07,NB-007,Jaipur,26485.5
2025-08,NB-007,Jaipur,24714.94
2025-09,NB-007,Jaipur,26414.91
2025-10,NB-007,Jaipur,27387.0
2025-11,NB-007,Jaipur,25529.08
2025-12,NB-007,Jaipur,30390.74
2026-01,NB-007,Jaipur,23556.85
2026-02,NB-007,Jaipur,22524.74
2026-03,NB-007,Jaipur,27710.01
2026-04,NB-007,Jaipur,23611.47
2026-05,NB-007,Jaipur,21403.4
2026-06,NB-007,Jaipur,23518.14
2025-07,NB-007,Lucknow,29144.61
2025-08,NB-007,Lucknow,23761.9
2025-09,NB-007,Lucknow,29781.78
2025-10,NB-007,Lucknow,26324.26
2025-11,NB-007,Lucknow,25914.79
2025-12,NB-007,Lucknow,30253.84
2026-01,NB-007,Lucknow,21857.99
2026-02,NB-007,Lucknow,22371.12
2026-03,NB-007,Lucknow,26686.54
2026-04,NB-007,Lucknow,23664.18
2026-05,NB-007,Lucknow,24212.03
2026-06,NB-007,Lucknow,22922.71
2025-07,NB-007,Mumbai,44943.31
2025-08,NB-007,Mumbai,36130.74
2025-09,NB-007,Mumbai,41780.82
2025-10,NB-007,Mumbai,42810.62
2025-11,NB-007,Mumbai,38434.87
2025-12,NB-007,Mumbai,45987.76
2026-01,NB-007,Mumbai,33025.63
2026-02,NB-007,Mumbai,33156.97
2026-03,NB-007,Mumbai,42409.0
2026-04,NB-007,Mumbai,36594.74
2026-05,NB-007,Mumbai,32951.15
2026-06,NB-007,Mumbai,34789.89
2025-07,NB-007,Pune,45321.39
2025-08,NB-007,Pune,37449.44
2025-09,NB-007,Pune,49951.56
2025-10,NB-007,Pune,39794.57
2025-11,NB-007,Pune,34404.4
2025-12,NB-007,Pune,43807.12
2026-01,NB-007,Pune,34993.16
2026-02,NB-007,Pune,32701.32
2026-03,NB-007,Pune,43479.42
2026-04,NB-007,Pune,32656.41
2026-05,NB-007,Pune,39272.97
2026-06,NB-007,Pune,32928.09
2025-07,NB-008,Ahmedabad,39785.04
2025-08,NB-008,Ahmedabad,37132.87
2025-09,NB-008,Ahmedabad,43568.35
2025-10,NB-008,Ahmedabad,50096.21
2025-11,NB-008,Ahmedabad,36414.31
2025-12,NB-008,Ahmedabad,40751.2
2026-01,NB-008,Ahmedabad,35629.12
2026-02,NB-008,Ahmedabad,37503.01
2026-03,NB-008,Ahmedabad,45471.69
2026-04,NB-008,Ahmedabad,37324.26
2026-05,NB-008,Ahmedabad,34894.25
2026-06,NB-008,Ahmedabad,34861.24
2025-07,NB-008,Bengaluru,43420.6
2025-08,NB-008,Bengaluru,38177.02
2025-09,NB-008,Bengaluru,43321.89
2025-10,NB-008,Bengaluru,48157.03
2025-11,NB-008,Bengaluru,43511.66
2025-12,NB-008,Bengaluru,48923.57
2026-01,NB-008,Bengaluru,39600.53
2026-02,NB-008,Bengaluru,38998.93
2026-03,NB-008,Bengaluru,40276.94
2026-04,NB-008,Bengaluru,35558.94
2026-05,NB-008,Bengaluru,32343.47
2026-06,NB-008,Bengaluru,30214.47
2025-07,NB-008,Chennai,42799.23
2025-08,NB-008,Chennai,34485.38
2025-09,NB-008,Chennai,43262.08
2025-10,NB-008,Chennai,52465.82
2025-11,NB-008,Chennai,41129.37
2025-12,NB-008,Chennai,55196.48
2026-01,NB-008,Chennai,36699.77
2026-02,NB-008,Chennai,39593.62
2026-03,NB-008,Chennai,40334.61
2026-04,NB-008,Chennai,38902.89
2026-05,NB-008,Chennai,32179.6
2026-06,NB-008,Chennai,33835.12
2025-07,NB-008,Delhi,43727.72
2025-08,NB-008,Delhi,35291.74
2025-09,NB-008,Delhi,45683.51
2025-10,NB-008,Delhi,46131.13
2025-11,NB-008,Delhi,43097.78
2025-12,NB-008,Delhi,42668.28
2026-01,NB-008,Delhi,36363.53
2026-02,NB-008,Delhi,39828.39
2026-03,NB-008,Delhi,43338.45
2026-04,NB-008,Delhi,36330.19
2026-05,NB-008,Delhi,37686.2
2026-06,NB-008,Delhi,35492.83
2025-07,NB-008,Jaipur,29868.75
2025-08,NB-008,Jaipur,20901.31
2025-09,NB-008,Jaipur,28650.38
2025-10,NB-008,Jaipur,30059.81
2025-11,NB-008,Jaipur,24698.81
2025-12,NB-008,Jaipur,28021.45
2026-01,NB-008,Jaipur,21532.51
2026-02,NB-008,Jaipur,23846.21
2026-03,NB-008,Jaipur,28523.48
2026-04,NB-008,Jaipur,22149.66
2026-05,NB-008,Jaipur,25238.33
2026-06,NB-008,Jaipur,23383.12
2025-07,NB-008,Lucknow,30448.38
2025-08,NB-008,Lucknow,22520.98
2025-09,NB-008,Lucknow,28517.57
2025-10,NB-008,Lucknow,29376.61
2025-11,NB-008,Lucknow,23470.14
2025-12,NB-008,Lucknow,26386.63
2026-01,NB-008,Lucknow,23817.61
2026-02,NB-008,Lucknow,24127.35
2026-03,NB-008,Lucknow,29329.99
2026-04,NB-008,Lucknow,23293.82
2026-05,NB-008,Lucknow,22057.75
2026-06,NB-008,Lucknow,24021.55
2025-07,NB-008,Mumbai,51289.68
2025-08,NB-008,Mumbai,34887.91
2025-09,NB-008,Mumbai,41839.14
2025-10,NB-008,Mumbai,43480.53
2025-11,NB-008,Mumbai,35362.48
2025-12,NB-008,Mumbai,40945.08
2026-01,NB-008,Mumbai,39050.79
2026-02,NB-008,Mumbai,33462.37
2026-03,NB-008,Mumbai,42098.32
2026-04,NB-008,Mumbai,36477.63
2026-05,NB-008,Mumbai,34932.5
2026-06,NB-008,Mumbai,32199.48
2025-07,NB-008,Pune,45912.66
2025-08,NB-008,Pune,37648.81
2025-09,NB-008,Pune,47617.29
2025-10,NB-008,Pune,42644.07
2025-11,NB-008,Pune,33999.54
2025-12,NB-008,Pune,42255.46
2026-01,NB-008,Pune,37563.74
2026-02,NB-008,Pune,33685.59
2026-03,NB-008,Pune,45501.77
2026-04,NB-008,Pune,38990.19
2026-05,NB-008,Pune,34953.56
2026-06,NB-008,Pune,36224.34
2025-07,PF-001,Ahmedabad,202618.97
2025-08,PF-001,Ahmedabad,164576.5
2025-09,PF-001,Ahmedabad,191322.77
2025-10,PF-001,Ahmedabad,157305.93
2025-11,PF-001,Ahmedabad,162186.13
2025-12,PF-001,Ahmedabad,189096.49
2026-01,PF-001,Ahmedabad,162505.51
2026-02,PF-001,Ahmedabad,142083.92
2026-03,PF-001,Ahmedabad,212849.46
2026-04,PF-001,Ahmedabad,150450.82
2026-05,PF-001,Ahmedabad,140492.41
2026-06,PF-001,Ahmedabad,171952.82
2025-07,PF-001,Bengaluru,200629.17
2025-08,PF-001,Bengaluru,145009.61
2025-09,PF-001,Bengaluru,200243.77
2025-10,PF-001,Bengaluru,209382.39
2025-11,PF-001,Bengaluru,183451.16
2025-12,PF-001,Bengaluru,252889.85
2026-01,PF-001,Bengaluru,144849.87
2026-02,PF-001,Bengaluru,160586.04
2026-03,PF-001,Bengaluru,199048.69
2026-04,PF-001,Bengaluru,172544.71
2026-05,PF-001,Bengaluru,162516.98
2026-06,PF-001,Bengaluru,163674.87
2025-07,PF-001,Chennai,196262.34
2025-08,PF-001,Chennai,171819.46
2025-09,PF-001,Chennai,210705.29
2025-10,PF-001,Chennai,188671.73
2025-11,PF-001,Chennai,182180.24
2025-12,PF-001,Chennai,221992.6
2026-01,PF-001,Chennai,157107.34
2026-02,PF-001,Chennai,155105.48
2026-03,PF-001,Chennai,187003.96
2026-04,PF-001,Chennai,169796.06
2026-05,PF-001,Chennai,170785.38
2026-06,PF-001,Chennai,147548.45
2025-07,PF-001,Hyderabad,199729.56
2025-08,PF-001,Hyderabad,151659.87
2025-09,PF-001,Hyderabad,203875.51
2025-10,PF-001,Hyderabad,191073.59
2025-11,PF-001,Hyderabad,182605.49
2025-12,PF-001,Hyderabad,244507.79
2026-01,PF-001,Hyderabad,167206.65
2026-02,PF-001,Hyderabad,164837.59
2026-03,PF-001,Hyderabad,174449.92
2026-04,PF-001,Hyderabad,164784.69
2026-05,PF-001,Hyderabad,151981.61
2026-06,PF-001,Hyderabad,158303.0
2025-07,PF-001,Jaipur,127689.46
2025-08,PF-001,Jaipur,103659.66
2025-09,PF-001,Jaipur,128121.84
2025-10,PF-001,Jaipur,102722.63
2025-11,PF-001,Jaipur,111973.64
2025-12,PF-001,Jaipur,126350.03
2026-01,PF-001,Jaipur,98233.4
2026-02,PF-001,Jaipur,96031.29
2026-03,PF-001,Jaipur,127977.43
2026-04,PF-001,Jaipur,105010.97
2026-05,PF-001,Jaipur,100776.45
2026-06,PF-001,Jaipur,93103.15
2025-07,PF-001,Kolkata,199833.34
2025-08,PF-001,Kolkata,170205.74
2025-09,PF-001,Kolkata,217075.17
2025-10,PF-001,Kolkata,149069.44
2025-11,PF-001,Kolkata,158661.06
2025-12,PF-001,Kolkata,205420.87
2026-01,PF-001,Kolkata,179607.35
2026-02,PF-001,Kolkata,163914.99
2026-03,PF-001,Kolkata,212058.56
2026-04,PF-001,Kolkata,153322.56
2026-05,PF-001,Kolkata,152393.47
2026-06,PF-001,Kolkata,148534.88
2025-07,PF-001,Lucknow,131368.62
2025-08,PF-001,Lucknow,103056.06
2025-09,PF-001,Lucknow,133148.09
2025-10,PF-001,Lucknow,107834.05
2025-11,PF-001,Lucknow,97229.35
2025-12,PF-001,Lucknow,117418.03
2026-01,PF-001,Lucknow,101928.54
2026-02,PF-001,Lucknow,103269.22
2026-03,PF-001,Lucknow,147381.71
2026-04,PF-001,Lucknow,109609.0
2026-05,PF-001,Lucknow,105263.55
2026-06,PF-001,Lucknow,102763.31
2025-07,PF-001,Mumbai,201499.72
2025-08,PF-001,Mumbai,177271.62
2025-09,PF-001,Mumbai,206803.52
2025-10,PF-001,Mumbai,149760.26
2025-11,PF-001,Mumbai,178768.73
2025-12,PF-001,Mumbai,200020.89
2026-01,PF-001,Mumbai,156030.21
2026-02,PF-001,Mumbai,164596.77
2026-03,PF-001,Mumbai,199537.13
2026-04,PF-001,Mumbai,172014.85
2026-05,PF-001,Mumbai,170735.83
2026-06,PF-001,Mumbai,150057.08
2025-07,PF-001,Patna,122096.13
2025-08,PF-001,Patna,108577.76
2025-09,PF-001,Patna,140032.22
2025-10,PF-001,Patna,105082.81
2025-11,PF-001,Patna,99400.25
2025-12,PF-001,Patna,122595.79
2026-01,PF-001,Patna,120642.59
2026-02,PF-001,Patna,120561.83
2026-03,PF-001,Patna,127774.83
2026-04,PF-001,Patna,108738.33
2026-05,PF-001,Patna,105564.32
2026-06,PF-001,Patna,115552.13
2025-07,PF-002,Ahmedabad,192847.85
2025-08,PF-002,Ahmedabad,144328.45
2025-09,PF-002,Ahmedabad,193894.8
2025-10,PF-002,Ahmedabad,150454.81
2025-11,PF-002,Ahmedabad,161272.45
2025-12,PF-002,Ahmedabad,187712.41
2026-01,PF-002,Ahmedabad,159207.32
2026-02,PF-002,Ahmedabad,177321.01
2026-03,PF-002,Ahmedabad,202789.11
2026-04,PF-002,Ahmedabad,156529.77
2026-05,PF-002,Ahmedabad,176099.15
2026-06,PF-002,Ahmedabad,162212.07
2025-07,PF-002,Bengaluru,205835.33
2025-08,PF-002,Bengaluru,168864.58
2025-09,PF-002,Bengaluru,218702.17
2025-10,PF-002,Bengaluru,189563.17
2025-11,PF-002,Bengaluru,211363.48
2025-12,PF-002,Bengaluru,242525.05
2026-01,PF-002,Bengaluru,168689.2
2026-02,PF-002,Bengaluru,168125.45
2026-03,PF-002,Bengaluru,189674.46
2026-04,PF-002,Bengaluru,152043.53
2026-05,PF-002,Bengaluru,168462.2
2026-06,PF-002,Bengaluru,165746.87
2025-07,PF-002,Chennai,198925.19
2025-08,PF-002,Chennai,170955.75
2025-09,PF-002,Chennai,207218.61
2025-10,PF-002,Chennai,169732.44
2025-11,PF-002,Chennai,211372.75
2025-12,PF-002,Chennai,243369.66
2026-01,PF-002,Chennai,144234.97
2026-02,PF-002,Chennai,158061.74
2026-03,PF-002,Chennai,195764.15
2026-04,PF-002,Chennai,160905.94
2026-05,PF-002,Chennai,155636.28
2026-06,PF-002,Chennai,151697.46
2025-07,PF-002,Delhi,183695.22
2025-08,PF-002,Delhi,176681.18
2025-09,PF-002,Delhi,205055.4
2025-10,PF-002,Delhi,181895.88
2025-11,PF-002,Delhi,156432.76
2025-12,PF-002,Delhi,184164.67
2026-01,PF-002,Delhi,172921.34
2026-02,PF-002,Delhi,143651.44
2026-03,PF-002,Delhi,197887.13
2026-04,PF-002,Delhi,151798.05
2026-05,PF-002,Delhi,154929.86
2026-06,PF-002,Delhi,156727.23
2025-07,PF-002,Guwahati,129174.95
2025-08,PF-002,Guwahati,104361.85
2025-09,PF-002,Guwahati,122388.12
2025-10,PF-002,Guwahati,108844.71
2025-11,PF-002,Guwahati,100651.42
2025-12,PF-002,Guwahati,128516.59
2026-01,PF-002,Guwahati,95569.55
2026-02,PF-002,Guwahati,115588.32
2026-03,PF-002,Guwahati,131294.04
2026-04,PF-002,Guwahati,103967.35
2026-05,PF-002,Guwahati,110014.56
2026-06,PF-002,Guwahati,98427.64
2025-07,PF-002,Hyderabad,202684.47
2025-08,PF-002,Hyderabad,149051.94
2025-09,PF-002,Hyderabad,185039.37
2025-10,PF-002,Hyderabad,171856.6
2025-11,PF-002,Hyderabad,186275.12
2025-12,PF-002,Hyderabad,235650.81
2026-01,PF-002,Hyderabad,162012.7
2026-02,PF-002,Hyderabad,167804.31
2026-03,PF-002,Hyderabad,213109.68
2026-04,PF-002,Hyderabad,172273.07
2026-05,PF-002,Hyderabad,163187.66
2026-06,PF-002,Hyderabad,162305.03
2025-07,PF-002,Kolkata,189196.96
2025-08,PF-002,Kolkata,169644.72
2025-09,PF-002,Kolkata,226171.94
2025-10,PF-002,Kolkata,171815.61
2025-11,PF-002,Kolkata,162040.22
2025-12,PF-002,Kolkata,191747.76
2026-01,PF-002,Kolkata,164142.32
2026-02,PF-002,Kolkata,164243.78
2026-03,PF-002,Kolkata,184286.96
2026-04,PF-002,Kolkata,166876.23
2026-05,PF-002,Kolkata,155743.46
2026-06,PF-002,Kolkata,152826.6
2025-07,PF-002,Lucknow,129454.64
2025-08,PF-002,Lucknow,109819.26
2025-09,PF-002,Lucknow,114853.66
2025-10,PF-002,Lucknow,115873.22
2025-11,PF-002,Lucknow,102378.2
2025-12,PF-002,Lucknow,138503.87
2026-01,PF-002,Lucknow,94248.4
2026-02,PF-002,Lucknow,109417.67
2026-03,PF-002,Lucknow,132296.92
2026-04,PF-002,Lucknow,104330.85
2026-05,PF-002,Lucknow,104897.85
2026-06,PF-002,Lucknow,102265.79
2025-07,PF-002,Mumbai,206749.83
2025-08,PF-002,Mumbai,153959.23
2025-09,PF-002,Mumbai,208440.53
2025-10,PF-002,Mumbai,174960.76
2025-11,PF-002,Mumbai,174328.04
2025-12,PF-002,Mumbai,199453.83
2026-01,PF-002,Mumbai,156256.63
2026-02,PF-002,Mumbai,147518.38
2026-03,PF-002,Mumbai,192055.79
2026-04,PF-002,Mumbai,155792.59
2026-05,PF-002,Mumbai,158397.74
2026-06,PF-002,Mumbai,148421.71
2025-07,PF-003,Ahmedabad,199777.96
2025-08,PF-003,Ahmedabad,178116.63
2025-09,PF-003,Ahmedabad,194111.83
2025-10,PF-003,Ahmedabad,151964.54
2025-11,PF-003,Ahmedabad,161076.17
2025-12,PF-003,Ahmedabad,205895.48
2026-01,PF-003,Ahmedabad,155428.82
2026-02,PF-003,Ahmedabad,154626.47
2026-03,PF-003,Ahmedabad,209647.1
2026-04,PF-003,Ahmedabad,156645.46
2026-05,PF-003,Ahmedabad,147132.33
2026-06,PF-003,Ahmedabad,146014.43
